date,kor_title,eng_title,grammar,grammar_desc
20200402,일이 있어서 우리 형만 못 가요.,Only my elder brother can't go because he has work to do.,N만,"It is used to indicate a limitation to its preceding noun. When a noun ends in ‘이/가’ or ‘을/를’, use ‘만’ after omitting '이/가' or '을/를'. When a noun ends in other particles, add ‘만’ without omitting the particles (e.g. 에만, 에서만, 하고만…)"
20200403,하루에 한 시간쯤 해요.,I do for about an hour a day.,N에⁴ N,It is used to indicate the noun attached to it is a measuring basis for price or calculation.
20200404,방학이 기네요.,The vacation is long.,Vst네요.,It is used to inform listeners of the fact or the feeling that the speaker has newly learned at the time of speaking.
20200406,휴가 때 뭐 할 거예요?,What are you going to do during the holidays?,N 때,It is used to indicate the time during which a thing or an event in the latter clause occurs.
20200407,같이 갈래요?,Shall we go together?,같이 AVst을래요/ㄹ래요?,"It is usually used in close relationship to express suggestion to the listener of doing things together or asking opinion. When the action verb stem ends in a consonant, use ‘-을래요’, and when it ends in a vowel, use ‘-ㄹ래요’."
20200408,기차역으로 바로 오실래요?,Would you like to come directly to the train station?,AVst으실래요/실래요?,It is usually used in close relationship to ask the listener's intention to do an action with slight respect.
20200409,가까운 섬으로 가려고 해요.,I am going to go to a nearby island.,AVst으려고/려고 해요.,"It is used to express a plan or intention to do a certain action of the first person subject. When the active verb stem ends in a consonant, use ‘-으려고 해요’, and when it ends in a vowel, use ‘-려고 해요’."
20200410,저는 안 가려고 해요.,I am not going though.,안 AVst으려고/려고 해요.,It is used to express an intention not to do something when the subject is the first person. It is the short form for ‘AVst지 않으려고 해요’.
20200411,친구가 준 선물인데 아주 마음에 들어요.,It is a gift from my friend and I like it a lot.,N인데¹,It is used to first introduce or present the noun in the preceding and then add explanation in the latter clause about the preceding noun.
20200413,헤어질 때 울었어요?,Did you cry when you were separated?,Vst을/ㄹ 때,It is used to indicate the event in the latter clause occurs at the same time with the event in the preceding clause.
20200414,프랑스에 여행을 갔을 때 찍은 사진이에요.,It is a picture that I took when I went on a trip to France.,Vst었을/았을/였을 때,It is used to indicate the event in the latter clause occurs when the event in the preceding clause is completed.
20200415,제가 집에 가는데 저를 따라왔어요.,I was on my way home and it followed me.,AVst는데,It is used to add more detail explanation in the latter clause about the act in the preceding clause.
20200416,귀걸이가 떨어졌는데 안 보여요.,"I dropped my earring, but I can't find it.",AVst었는데/았는데/였는데,It is used to give more detail explanation about the act in the preceding clause that was done in the past.
20200417,제 손바닥에 사인을 해 줬어요.,He signed his signature on my palm.,AVst어/아/여 주다,It is used to do something for others.
20200418,길 좀 가르쳐 주시겠어요?,Would you please show me the way?,AVst어/아/여 주시겠어요?,It is used to ask politely if the listener is willing to do something for the speaker.
20200420,우리 강아지 좀 돌봐 줄 수 있어요?,Can you take care of my puppy?,AVst어/아/여 줄 수 있어요?,It is used to ask if it is possible for the listener to do something for the speaker.
20200421,집까지 태워 주셔서 고맙습니다.,Thank you for giving me a ride home.,AVst어/아/여 주셔서 고맙습니다(감사합니다).,It is used to express the speaker’s appreciation for the way the listener has done for the speaker.
20200422,제가 전해 드릴게요.,I'll give it to her.,AVst어/아/여 드릴게요.,It is used to indicate the speaker's promises that the speaker would do something for the listener with respect.
20200423,제가 짐을 옮겨 드릴까요?,Do you want me to move your stuff?,AVst어/아/여 드릴까요?,It is used to politely ask the listener’s intention or opinion about the action the speaker would do for the listener.
20200424,저는 서비스 센터에 맡기려고 했어요.,I was going to leave it at the service center.,AVst으려고/려고 했어요.,It is used to indicate the speaker had an intention to do something in the past.
20200425,방이 너무 더러워서 청소를 하고 있어요.,"The room is so messy, so I am cleaning it.",AVst고 있다¹,It is used to indicate that a certain action is progressive and ongoing.
20200427,저쪽에 있는 장갑을 끼고 설거지를 하세요.,"Please put on gloves over there. With gloves on, please wash the dishes.",AVst고³,It is used to indicate that the action in the latter clause takes place while maintaining the completed action of the preceding clause.
20200428,저는 청소기를 쓰지 않고 직접 쓸고 닦아요.,I personally sweep and mop without using a vacuum cleaner. .,Vst지 않고,"It is used to negate the contents in the preceding clause but, instead, to list the contents of the latter clause. The short form is ‘안 Vst고’."
20200429,왜 앞치마를 하고 있어요?,Why are you wearing an apron?,AVst고 있다²,It is used to indicate the completed status of an action still continues to the present time.
20200430,지금 뭐 하고 계세요?,What are you doing now?,AVst고 계시다,It is a subject honorific expression for ‘Avst고 있다’.
20200501,집안일 중에서 뭐가 제일 귀찮아요?,"Among household chores, what is the most bothersome?",N 중에서 _________ 제일 ___________,It is used to indicate the best or the worst quality in the category of nouns.
20200502,제 것으로 칩시다.,Let's use mine to play.,N으로/로³,A noun before ‘으로/로’ indicates a means or a method.
20200504,우리 동호회에서 누가 제일 마음에 들어요?,Who do you like most in our club?,N에서⁴ _________ 제일 ____________,"It is used to indicate the best or the worst quality in the entire group or a whole range of nouns. Use ‘에서’, not ‘중에서’."
20200505,영화 감상인 것 같아요.,It seems to be watching movies.,N인 것 같다,It is used to express uncertainty concerning the noun.
20200506,서연 씨는 회사 일이 많은 것 같아요.,It seems that Ms. Seoyon has a lot of work at her company.,DVst은/ㄴ 것 같다,It is used to express uncertainty concerning a certain state.
20200507,서연 씨도 스티브 씨를 좋아하는 것 같아요?,"Do you think Ms. Seoyon also likes you, Mr. Steve?",AVst는 것 같다,It is used to express uncertainty concerning the present act.
20200508,서연 씨는 영문학을 전공한 것 같아요.,It seems that Ms. Seoyon majored in English literature.,AVst은/ㄴ 것 같다,It is used to express uncertainty concerning a certain act that the speaker believes has completed.
20200509,인형은 싫어할 것 같아요.,I guess she would not like a stuffed animal.,Vst을/ㄹ 것 같다,"It is used to simply guess about things before confirming the facts. When it is a noun, use ‘N일 것 같다’. ‘-었을/았을/였을 것 같다’ is used to simply guess about things in the past."
20200511,야식도 자주 먹고요.,I also eat late night snack often.,Vst고요.,"It is used to add more contents to the preceding sentence. When the noun comes before, ‘도’ is added."
20200512,스트레스 때문에 잠을 못 자는 것 같아요.,It seems that I don't sleep well because of stress.,N 때문에,It is used to indicate the preceding noun is the cause or reason of the latter clause. It cannot be used in an imperative nor suggestion sentence.
20200513,요즘 환절기이기 때문에 감기에 걸린 사람이 많아요.,There are many people who have caught a cold because of the seasonal change these days.,N이기 때문에,It is used to indicate that the characteristic of a noun in a preceding clause is the cause or reason of the latter clause. It cannot be used in an imperative nor suggestion sentence.
20200514,저는 커피를 안 마시면 졸리기 때문에 커피를 많이 마셔요.,I drink a lot of coffee because I feel sleepy when I don't drink it.,Vst기 때문에,It is used to indicate that the content of the preceding clause is the cause or reason of the latter clause. It cannot be used in an imperative nor suggestion sentence.
20200515,감기 때문이에요.,It's because of a cold.,____________ 때문이다,It is used to indicate the cause of the foregoing.
20200516,인스턴트식품을 많이 먹으면 건강이 나빠져요.,"If you eat too much instant food, your health will worsen.",Vst으면/면 DVst어져요/아져요/여져요.,It is used to indicate a change into a certain state when an event in the preceding clause happens.
20200518,요즘 일 때문에 스트레스가 쌓여서 건강이 나빠졌어요.,"I've been stressed out lately because of my work, so my health has gotten worse.",DVst어졌어요/아졌어요/여졌어요.,It is the past form of ‘DVst어/아/여져요.’ It is used to indicate a change into a certain state has happened.
20200519,건강이 좀 안 좋아져서 운동을 시작하려고요.,"My health has gotten worse, so I want to start exercise.",AVst으려고요/려고요.,It is used to express an intention to do a certain action casually.
